Endpoint,URL,Params,Time,Method,Response
Time Button/,/api/vendors/search,['lat=12.933298'/ 'lon=77.623513'/ 'category='/ 'time=05:02'/ 'radius='/ 'party_size=2'],29/Mar/2013:04:46:54,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:04:47:39,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:04:55:20,GET,200
Refresh/Home Screen,/api/vendors/search,['lat=12.933298'/ 'lon=77.623513'/ 'category='/ 'time=05:10'/ 'radius='/ 'party_size=2'],29/Mar/2013:04:55:20,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:05:01:07,GET,200
Refresh/Home Screen,/api/vendors/search,['lat=12.933298'/ 'lon=77.623513'/ 'category='/ 'time=05:16'/ 'radius='/ 'party_size=2'],29/Mar/2013:05:01:07,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:05:03:09,GET,200
Settings/Data Request Screen,/api/users/me/networks,None,29/Mar/2013:05:03:12,GET,200
Your Bargains Screen,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'status=AVAILED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:05:03:15,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:05:03:16,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:05:05:34,GET,200
Refresh/Home Screen,/api/vendors/search,['lat=12.933298'/ 'lon=77.623513'/ 'category='/ 'time=05:20'/ 'radius='/ 'party_size=2'],29/Mar/2013:05:05:34,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:05:05:52,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:05:06:06,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:05:10:07,GET,200
Refresh/Home Screen,/api/vendors/search,['lat=12.933298'/ 'lon=77.623513'/ 'category='/ 'time=05:25'/ 'radius='/ 'party_size=2'],29/Mar/2013:05:10:07,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:05:10:19,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:05:10:27,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:05:10:59,GET,200
Time Button/,/api/vendors/search,['lat=12.933298'/ 'lon=77.623513'/ 'category='/ 'time=05:26'/ 'radius='/ 'party_size=2'],29/Mar/2013:05:10:59,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:05:11:15,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:05:11:19,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:05:11:22,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:06:25:39,GET,200
Refresh/Home Screen,/api/vendors/search,['lat=12.933298'/ 'lon=77.623513'/ 'category='/ 'time=06:40'/ 'radius='/ 'party_size=2'],29/Mar/2013:06:25:39,GET,500
Refresh/Home Screen,/api/vendors/search,['lat=12.933356'/ 'lon=77.623510'/ 'category='/ 'time=06:40'/ 'radius='/ 'party_size=2'],29/Mar/2013:06:25:49,GET,500
Settings/Data Request Screen,/api/users/me/networks,None,29/Mar/2013:06:25:58,GET,200
Logout,/logout,None,29/Mar/2013:06:26:02,POST,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:06:26:15,GET,200
Refresh/Home Screen,/api/vendors/search,['lat=12.933356'/ 'lon=77.623510'/ 'category='/ 'time=06:41'/ 'radius='/ 'party_size=2'],29/Mar/2013:06:26:15,GET,500
Refresh/Home Screen,/api/vendors/search,['lat=12.933343'/ 'lon=77.623535'/ 'category='/ 'time=06:42'/ 'radius='/ 'party_size=2'],29/Mar/2013:06:27:05,GET,500
Time Button/,/api/vendors/search,['lat=12.933343'/ 'lon=77.623535'/ 'category='/ 'time=07:00'/ 'radius='/ 'party_size=2'],29/Mar/2013:06:34:32,GET,500
